query	entity	cs_confidence	expert_conf
INEX_LD-2009022	<dbpedia:Outline_of_food_preparation>	1.0	-
INEX_LD-2009022	<dbpedia:Pao_cai>	0.2	0.0
INEX_LD-2009022	<dbpedia:Pasta>	1.0	-
INEX_LD-2009022	<dbpedia:Philippine_cuisine>	0.4	-
INEX_LD-2009022	<dbpedia:Pichanga_(dish)>	1.0	-
INEX_LD-2009022	<dbpedia:Pilaf>	0.6	-
INEX_LD-2009022	<dbpedia:Porridge>	1.0	-
INEX_LD-2009022	<dbpedia:Regional_cuisine>	0.6	-
INEX_LD-2009022	<dbpedia:Roast_beef>	0.6	-
INEX_LD-2009022	<dbpedia:Run_down>	1.0	-
INEX_LD-2009022	<dbpedia:Sanna_(dish)>	1.0	-
INEX_LD-2009022	<dbpedia:Seafood_dishes>	1.0	-
INEX_LD-2009022	<dbpedia:Shuizhu>	0.3	1.0
INEX_LD-2009022	<dbpedia:Shun_Lee_Palace>	0.6	1.0
INEX_LD-2009022	<dbpedia:Sichuan>	0.6	1.0
INEX_LD-2009022	<dbpedia:Sichuan_cuisine>	0.2	-
INEX_LD-2009022	<dbpedia:Sichuan_pepper>	0.6	0.0
INEX_LD-2009022	<dbpedia:Side_dish>	1.0	-
INEX_LD-2009022	<dbpedia:Sinki_(food)>	0.4	-
INEX_LD-2009022	<dbpedia:Staple_food>	1.0	-
INEX_LD-2009022	<dbpedia:Street_food>	1.0	0.0
INEX_LD-2009022	<dbpedia:Suanla_chaoshou>	1.0	-
INEX_LD-2009022	<dbpedia:Sundanese_cuisine>	1.0	-
INEX_LD-2009022	<dbpedia:Tahini>	1.0	0.0
INEX_LD-2009022	<dbpedia:Taiwanese_cuisine>	1.0	0.0
INEX_LD-2009022	<dbpedia:Thai_cuisine>	0.6	-
INEX_LD-2009022	<dbpedia:Tongue>	1.0	1.0
INEX_LD-2009022	<dbpedia:Traditional_food>	0.6	-
INEX_LD-2009022	<dbpedia:Turkish_cuisine>	1.0	-
INEX_LD-2009022	<dbpedia:Twelve-dish_Christmas_Eve_supper>	1.0	-
INEX_LD-2009022	<dbpedia:Twice_cooked_pork>	1.0	1.0
INEX_LD-2009022	<dbpedia:Urap>	0.6	-
INEX_LD-2009022	<dbpedia:Vicia_faba>	1.0	1.0
INEX_LD-2009022	<dbpedia:Wonton>	0.4	1.0
INEX_LD-2009022	<dbpedia:Zha_cai>	0.2	0.0
INEX_LD-2009022	<dbpedia:Zhal>	0.6	-
INEX_LD-2009022	<dbpedia:Zhangcha_duck>	0.4	-
INEX_LD-2009022	<dbpedia:Zigong>	0.3	1.0
INEX_LD-2009039	<dbpedia:Aachen_Cathedral>	0.3	-
INEX_LD-2009039	<dbpedia:Abacus_(architecture)>	0.2	0.0
INEX_LD-2009039	<dbpedia:Acroterion>	0.4	0.0
INEX_LD-2009039	<dbpedia:Aedicula>	0.4	1.0
INEX_LD-2009039	<dbpedia:Alinda>	1.0	1.0
INEX_LD-2009039	<dbpedia:Almudena_Cathedral>	0.4	-
INEX_LD-2009039	<dbpedia:Ancient_Roman_architecture>	0.3	-
INEX_LD-2009039	<dbpedia:Ancient_Rome>	0.6	0.0
INEX_LD-2009039	<dbpedia:Antoninus_Pius>	1.0	0.0
INEX_LD-2009039	<dbpedia:Aqua_Claudia>	0.4	-
INEX_LD-2009039	<dbpedia:Aqueduct_of_Segovia>	1.0	-
INEX_LD-2009039	<dbpedia:Arch>	0.4	1.0
INEX_LD-2009039	<dbpedia:Arch_bridge>	0.4	0.0
INEX_LD-2009039	<dbpedia:Architecture_of_Croatia>	1.0	0.0
INEX_LD-2009039	<dbpedia:Architecture_of_England>	0.6	0.0
INEX_LD-2009039	<dbpedia:Architecture_of_Germany>	0.4	-
INEX_LD-2009039	<dbpedia:Architecture_of_Istanbul>	0.4	0.0
INEX_LD-2009039	<dbpedia:Architecture_of_Portugal>	0.6	1.0
INEX_LD-2009039	<dbpedia:Architecture_of_Provence>	0.3	-
INEX_LD-2009039	<dbpedia:Architecture_of_Rome>	0.4	-
INEX_LD-2009039	<dbpedia:Architecture_of_Scotland_in_the_Roman_era>	0.2	0.0
INEX_LD-2009039	<dbpedia:Architecture_of_metropolitan_Detroit>	1.0	-
INEX_LD-2009039	<dbpedia:Architecture_of_the_United_Kingdom>	0.3	-
INEX_LD-2009039	<dbpedia:Arènes_de_Lutèce>	0.3	0.0
INEX_LD-2009039	<dbpedia:Augusta_Raurica>	0.4	-
INEX_LD-2009039	<dbpedia:Baroque_architecture>	0.4	-
INEX_LD-2009039	<dbpedia:Barrel_vault>	0.2	-
INEX_LD-2009039	<dbpedia:Basilica>	0.4	1.0
INEX_LD-2009039	<dbpedia:Basilica_of_San_Lorenzo,_Milan>	0.4	0.0
INEX_LD-2009039	<dbpedia:Baths_of_Agrippa>	0.4	0.0
INEX_LD-2009039	<dbpedia:Baths_of_Trajan>	0.3	0.0
INEX_LD-2009039	<dbpedia:Benevento>	0.4	0.0
INEX_LD-2009039	<dbpedia:Byzantine_architecture>	0.3	-
INEX_LD-2009039	<dbpedia:Campus_Agrippae>	0.3	1.0
INEX_LD-2009039	<dbpedia:Cathedral_of_Our_Lady_of_the_Angels>	0.467	-
INEX_LD-2009039	<dbpedia:Cathedral_of_Our_Lady_of_the_Assumption,_Oaxaca>	0.6	-
INEX_LD-2009039	<dbpedia:Cella>	0.4	-
INEX_LD-2009039	<dbpedia:Church_architecture>	0.4	-
INEX_LD-2009039	<dbpedia:Church_of_the_Santissima_Annunciata,_Riccia>	0.6	-
INEX_LD-2009039	<dbpedia:Classical_architecture>	0.3	-
INEX_LD-2009039	<dbpedia:Classical_order>	0.6	0.0
INEX_LD-2009039	<dbpedia:Coffer>	0.3	1.0
INEX_LD-2009039	<dbpedia:Colonne_di_San_Lorenzo>	0.3	0.0
INEX_LD-2009039	<dbpedia:Colosseum>	0.2	-
INEX_LD-2009039	<dbpedia:Colossus_of_Nero>	0.4	1.0
INEX_LD-2009039	<dbpedia:Column_of_Marcus_Aurelius>	0.4	-
INEX_LD-2009039	<dbpedia:Column_of_Phocas>	0.2	1.0
INEX_LD-2009039	<dbpedia:Corinthian_order>	0.3	0.0
INEX_LD-2009039	<dbpedia:Cryptoporticus>	0.4	-
INEX_LD-2009039	<dbpedia:Czech_Renaissance_architecture>	1.0	-
INEX_LD-2009039	<dbpedia:Cádiz>	0.6	1.0
INEX_LD-2009039	<dbpedia:De_architectura>	0.4	1.0
INEX_LD-2009039	<dbpedia:Diocletian's_Palace>	0.2	-
INEX_LD-2009039	<dbpedia:Domus>	0.2	0.0
INEX_LD-2009039	<dbpedia:Doric_order>	0.4	0.0
INEX_LD-2009039	<dbpedia:EUR,_Rome>	1.0	0.0
INEX_LD-2009039	<dbpedia:Eifel_Aqueduct>	0.3	-
INEX_LD-2009039	<dbpedia:Engaged_column>	0.4	1.0
INEX_LD-2009039	<dbpedia:Exedra>	1.0	0.0
INEX_LD-2009039	<dbpedia:First_Unitarian_Church_of_Detroit>	0.6	1.0
INEX_LD-2009039	<dbpedia:Fishbourne_Roman_Palace>	0.2	0.0
INEX_LD-2009039	<dbpedia:Flavian_Amphitheater_(Pozzuoli)>	0.2	-
INEX_LD-2009039	<dbpedia:Flavian_Palace>	0.6	-
INEX_LD-2009039	<dbpedia:Forum_of_Augustus>	0.4	0.0
INEX_LD-2009039	<dbpedia:Forum_of_Caesar>	0.3	0.0
INEX_LD-2009039	<dbpedia:Gardens_of_Sallust>	0.6	-
INEX_LD-2009039	<dbpedia:Getty_Villa>	0.2	0.0
INEX_LD-2009039	<dbpedia:Glossary_of_ancient_Roman_religion>	0.4	1.0
INEX_LD-2009039	<dbpedia:Glyptothek>	0.2	0.0
INEX_LD-2009039	<dbpedia:Granada_Cathedral>	0.6	-
INEX_LD-2009039	<dbpedia:Greco-Roman_world>	0.2	0.0
INEX_LD-2009039	<dbpedia:Groin_vault>	1.0	0.0
INEX_LD-2009039	<dbpedia:Hadrian's_Villa>	0.4	-
INEX_LD-2009039	<dbpedia:History_of_Roman_and_Byzantine_domes>	0.4	-
INEX_LD-2009039	<dbpedia:History_of_architecture>	0.2	1.0
INEX_LD-2009039	<dbpedia:History_of_lighthouses>	1.0	1.0
INEX_LD-2009039	<dbpedia:Huelva_Cathedral>	0.6	-
INEX_LD-2009039	<dbpedia:Imbrex_and_tegula>	0.6	0.0
INEX_LD-2009039	<dbpedia:Insula_(building)>	0.6	-
INEX_LD-2009039	<dbpedia:Islamic_architecture>	0.4	-
INEX_LD-2009039	<dbpedia:Labrum_(architecture)>	0.3	-
INEX_LD-2009039	<dbpedia:Library_of_Celsus>	0.3	1.0
INEX_LD-2009039	<dbpedia:List_of_Roman_bridges>	0.4	-
INEX_LD-2009039	<dbpedia:List_of_Roman_dams_and_reservoirs>	0.2	0.0
INEX_LD-2009039	<dbpedia:List_of_Roman_domes>	0.2	1.0
INEX_LD-2009039	<dbpedia:List_of_Roman_triumphal_arches>	0.4	-
INEX_LD-2009039	<dbpedia:List_of_ancient_Greek_and_Roman_monoliths>	0.3	-
INEX_LD-2009039	<dbpedia:List_of_ancient_Greek_and_Roman_roofs>	0.4	-
INEX_LD-2009039	<dbpedia:List_of_ancient_architectural_records>	0.6	-
INEX_LD-2009039	<dbpedia:List_of_ancient_spiral_stairs>	0.6	-
INEX_LD-2009039	<dbpedia:List_of_aqueducts_in_the_Roman_Empire>	0.3	0.0
INEX_LD-2009039	<dbpedia:Llíria>	0.6	0.0
INEX_LD-2009039	<dbpedia:Lullingstone_Roman_Villa>	0.6	-
INEX_LD-2009039	<dbpedia:Maison_Carrée>	0.3	0.0
INEX_LD-2009039	<dbpedia:Mausoleum_of_Galla_Placidia>	0.2	-
INEX_LD-2009039	<dbpedia:Medieval_architecture>	1.0	1.0
INEX_LD-2009039	<dbpedia:Metope_(architecture)>	0.4	0.0
INEX_LD-2009039	<dbpedia:Mogadishu_Cathedral>	0.4	-
INEX_LD-2009039	<dbpedia:Mondoñedo_Cathedral>	0.2	0.0
INEX_LD-2009039	<dbpedia:Neoclassical_architecture>	0.4	-
INEX_LD-2009039	<dbpedia:Newport_Arch>	0.4	-
INEX_LD-2009039	<dbpedia:Opus_incertum>	0.2	-
INEX_LD-2009039	<dbpedia:Opus_latericium>	0.3	1.0
INEX_LD-2009039	<dbpedia:Opus_mixtum>	0.3	1.0
INEX_LD-2009039	<dbpedia:Opus_reticulatum>	0.4	-
INEX_LD-2009039	<dbpedia:Opus_vittatum>	0.2	-
INEX_LD-2009039	<dbpedia:Ostia_Antica>	0.2	-
INEX_LD-2009039	<dbpedia:Ostrogothic_Kingdom>	1.0	0.0
INEX_LD-2009039	<dbpedia:Outline_of_classical_architecture>	0.3	-
INEX_LD-2009039	<dbpedia:Palermo_Cathedral>	0.2	0.0
INEX_LD-2009039	<dbpedia:Palladian_architecture>	0.2	0.0
INEX_LD-2009039	<dbpedia:Pamplona_Cathedral>	0.3	-
INEX_LD-2009039	<dbpedia:Pantheon,_Rome>	0.4	-
INEX_LD-2009039	<dbpedia:Pediment>	0.6	0.0
INEX_LD-2009039	<dbpedia:Peribolos>	0.4	-
INEX_LD-2009039	<dbpedia:Peripteros>	0.2	-
INEX_LD-2009039	<dbpedia:Peristasis_(architecture)>	0.6	0.0
INEX_LD-2009039	<dbpedia:Peristyle>	0.4	-
INEX_LD-2009039	<dbpedia:Plasencia_Cathedral>	0.4	-
INEX_LD-2009039	<dbpedia:Polish_Cathedral_style>	0.6	-
INEX_LD-2009039	<dbpedia:Pont_du_Gard>	0.3	0.0
INEX_LD-2009039	<dbpedia:Porta_Nigra>	0.3	-
INEX_LD-2009039	<dbpedia:Portico>	0.2	0.0
INEX_LD-2009039	<dbpedia:Pre-Romanesque_art_and_architecture>	0.4	-
INEX_LD-2009039	<dbpedia:Pteron>	0.2	0.0
INEX_LD-2009039	<dbpedia:Pula_Arena>	0.2	0.0
INEX_LD-2009039	<dbpedia:Renaissance_architecture>	0.4	0.0
INEX_LD-2009039	<dbpedia:Roman_Architectural_Revolution>	0.3	-
INEX_LD-2009039	<dbpedia:Roman_Britain>	0.6	-
INEX_LD-2009039	<dbpedia:Roman_Catholic_Archdiocese_of_Detroit>	0.6	-
INEX_LD-2009039	<dbpedia:Roman_Catholic_Diocese_of_Davenport>	1.0	-
INEX_LD-2009039	<dbpedia:Roman_Catholic_Marian_churches>	0.2	0.0
INEX_LD-2009039	<dbpedia:Roman_Empire>	0.4	0.0
INEX_LD-2009039	<dbpedia:Roman_aqueduct>	1.0	-
INEX_LD-2009039	<dbpedia:Roman_art>	1.0	-
INEX_LD-2009039	<dbpedia:Roman_brick>	0.3	0.0
INEX_LD-2009039	<dbpedia:Roman_bridge>	0.6	-
INEX_LD-2009039	<dbpedia:Roman_concrete>	0.2	-
INEX_LD-2009039	<dbpedia:Roman_engineering>	0.2	0.0
INEX_LD-2009039	<dbpedia:Roman_technology>	1.0	0.0
INEX_LD-2009039	<dbpedia:Roman_temple>	0.6	-
INEX_LD-2009039	<dbpedia:Roman_theatre_(structure)>	0.2	-
INEX_LD-2009039	<dbpedia:Roman_villa>	0.2	-
INEX_LD-2009039	<dbpedia:Romanesque_Revival_architecture>	0.4	-
INEX_LD-2009039	<dbpedia:Romanesque_architecture>	0.3	-
INEX_LD-2009039	<dbpedia:Rome>	0.6	0.0
INEX_LD-2009039	<dbpedia:Ruin_value>	0.6	1.0
INEX_LD-2009039	<dbpedia:Sacred_architecture>	0.4	0.0
INEX_LD-2009039	<dbpedia:Saints_Peter_and_Paul_Roman_Catholic_Church_Complex>	0.6	-
INEX_LD-2009039	<dbpedia:San_Filippo_Neri,_Turin>	0.4	-
INEX_LD-2009039	<dbpedia:San_Giorgio,_Campobasso>	0.2	0.0
INEX_LD-2009039	<dbpedia:San_Quintino,_Parma>	0.4	-
INEX_LD-2009039	<dbpedia:Sant'Agostino,_Matelica>	0.4	-
INEX_LD-2009039	<dbpedia:Santa_Costanza>	0.3	0.0
INEX_LD-2009039	<dbpedia:Santa_María_de_Melque>	0.6	1.0
INEX_LD-2009039	<dbpedia:Scupi>	0.3	0.0
INEX_LD-2009039	<dbpedia:Spanish_architecture>	0.4	0.0
INEX_LD-2009039	<dbpedia:St._Boniface_Roman_Catholic_Church>	0.4	1.0
INEX_LD-2009039	<dbpedia:St._Mary's_Basilica_(Phoenix)>	0.6	-
INEX_LD-2009039	<dbpedia:St._Michael_the_Archangel_Church,_Kaunas>	0.2	1.0
INEX_LD-2009039	<dbpedia:St._Stephen's_Cathedral,_Vienna>	1.0	-
INEX_LD-2009039	<dbpedia:Stylobate>	0.3	0.0
INEX_LD-2009039	<dbpedia:Suspensura>	0.4	-
INEX_LD-2009039	<dbpedia:Synagogue_of_Trieste>	1.0	0.0
INEX_LD-2009039	<dbpedia:Tabularium>	0.4	-
INEX_LD-2009039	<dbpedia:Taenia_(architecture)>	0.6	0.0
INEX_LD-2009039	<dbpedia:Temple_of_Antoninus_and_Faustina>	0.6	-
INEX_LD-2009039	<dbpedia:Temple_of_Bacchus>	0.2	-
INEX_LD-2009039	<dbpedia:Temple_of_Caesar>	0.4	-
INEX_LD-2009039	<dbpedia:Temple_of_Castor_and_Pollux>	0.4	-
INEX_LD-2009039	<dbpedia:Temple_of_Concord>	0.6	0.0
INEX_LD-2009039	<dbpedia:Temple_of_Venus_Genetrix>	0.4	-
INEX_LD-2009039	<dbpedia:Temple_of_Venus_and_Roma>	0.4	-
INEX_LD-2009039	<dbpedia:Temple_of_Vesta>	0.2	1.0
INEX_LD-2009039	<dbpedia:Theatre_of_Pompey>	0.2	-
INEX_LD-2009039	<dbpedia:Theatre_of_ancient_Rome>	0.2	-
INEX_LD-2009039	<dbpedia:Thermae>	0.3	-
INEX_LD-2009039	<dbpedia:Thermes_de_Cluny>	0.3	0.0
INEX_LD-2009039	<dbpedia:Tower_of_Hercules>	0.4	-
INEX_LD-2009039	<dbpedia:Trajan's_Column>	0.6	-
INEX_LD-2009039	<dbpedia:Tribune_(architecture)>	0.2	0.0
INEX_LD-2009039	<dbpedia:Triumphal_arch>	0.3	-
INEX_LD-2009039	<dbpedia:Tudela_Cathedral>	0.3	-
INEX_LD-2009039	<dbpedia:Vestibule_(architecture)>	0.4	0.0
INEX_LD-2009039	<dbpedia:Villa>	0.4	-
INEX_LD-2009039	<dbpedia:Villa_Jovis>	0.6	-
INEX_LD-2009039	<dbpedia:Villa_delle_Vignacce>	0.2	-
INEX_LD-2009039	<dbpedia:Villa_of_the_Mysteries>	0.4	1.0
INEX_LD-2009039	<dbpedia:Villa_rustica>	0.3	-
INEX_LD-2009039	<dbpedia:Vitruvius>	0.4	0.0
INEX_LD-2009039	<dbpedia:Église_Notre-Dame_de_l'Assomption,_Rouffach>	0.2	0.0
INEX_LD-2009053	<dbpedia:AB_Nyköpings_Automobilfabrik>	0.6	-
INEX_LD-2009053	<dbpedia:Automotive_industry>	0.6	-
INEX_LD-2009053	<dbpedia:Automotive_industry_by_country>	0.6	-
INEX_LD-2009053	<dbpedia:Automotive_industry_in_Australia>	1.0	-
INEX_LD-2009053	<dbpedia:Automotive_industry_in_Pakistan>	1.0	-
INEX_LD-2009053	<dbpedia:Automotive_industry_in_Russia>	1.0	-
INEX_LD-2009053	<dbpedia:Automotive_industry_in_Sweden>	1.0	-
INEX_LD-2009053	<dbpedia:Automotive_industry_in_the_United_States>	1.0	-
INEX_LD-2009053	<dbpedia:Cargotec>	1.0	-
INEX_LD-2009053	<dbpedia:DKW>	1.0	-
INEX_LD-2009053	<dbpedia:Elcat_Electric_Vehicles>	0.6	0.0
INEX_LD-2009053	<dbpedia:Finlandia_(car)>	0.2	0.0
INEX_LD-2009053	<dbpedia:Finnish_Touring_Car_Championship>	0.6	-
INEX_LD-2009053	<dbpedia:Korvensuu_(car)>	0.6	0.0
INEX_LD-2009053	<dbpedia:List_of_armoured_fighting_vehicles_by_country>	0.6	1.0
INEX_LD-2009053	<dbpedia:Lists_of_automobile-related_articles>	0.6	-
INEX_LD-2009053	<dbpedia:Magna_Steyr>	1.0	-
INEX_LD-2009053	<dbpedia:Minor_automotive_manufacturing_groups>	0.2	0.0
INEX_LD-2009053	<dbpedia:Opel_Calibra>	0.6	1.0
INEX_LD-2009053	<dbpedia:Patria_(company)>	0.6	-
INEX_LD-2009053	<dbpedia:Patria_AMV>	1.0	1.0
INEX_LD-2009053	<dbpedia:Patria_Pasi>	0.2	1.0
INEX_LD-2009053	<dbpedia:Patria_Pasi_variants>	0.6	-
INEX_LD-2009053	<dbpedia:Porsche>	1.0	0.0
INEX_LD-2009053	<dbpedia:RBS-15>	0.6	-
INEX_LD-2009053	<dbpedia:Saab-Scania>	0.6	-
INEX_LD-2009053	<dbpedia:Saab_9-3>	0.4	1.0
INEX_LD-2009053	<dbpedia:Saab_9-5>	0.2	0.0
INEX_LD-2009053	<dbpedia:Saab_9-7X>	0.4	-
INEX_LD-2009053	<dbpedia:Saab_9000>	0.2	0.0
INEX_LD-2009053	<dbpedia:Saab_900>	0.2	1.0
INEX_LD-2009053	<dbpedia:Saab_90>	0.3	0.0
INEX_LD-2009053	<dbpedia:Saab_93>	0.4	-
INEX_LD-2009053	<dbpedia:Saab_96>	0.3	0.0
INEX_LD-2009053	<dbpedia:Saab_99>	0.6	-
INEX_LD-2009053	<dbpedia:Saab_Automobile>	0.4	-
INEX_LD-2009053	<dbpedia:Saab_Group>	0.3	-
INEX_LD-2009053	<dbpedia:Saab_Ursaab>	0.4	-
INEX_LD-2009053	<dbpedia:Saab_V8>	0.6	-
INEX_LD-2009053	<dbpedia:Scania_AB>	1.0	-
INEX_LD-2009053	<dbpedia:Simca-Talbot_Horizon>	0.667	0.0
INEX_LD-2009053	<dbpedia:Sisu>	0.4	0.0
INEX_LD-2009053	<dbpedia:Sisu_A-45>	0.3	-
INEX_LD-2009053	<dbpedia:Sisu_A2045>	0.4	-
INEX_LD-2009053	<dbpedia:Sisu_Auto>	0.4	-
INEX_LD-2009053	<dbpedia:Sisu_Axles>	0.4	-
INEX_LD-2009053	<dbpedia:Sisu_E13TP>	0.2	1.0
INEX_LD-2009053	<dbpedia:Sisu_K-44>	0.6	-
INEX_LD-2009053	<dbpedia:Sisu_KB-112>	0.2	1.0
INEX_LD-2009053	<dbpedia:Sisu_KB-124>	0.6	-
INEX_LD-2009053	<dbpedia:Sisu_KB-24>	0.3	-
INEX_LD-2009053	<dbpedia:Sisu_Nasu>	0.3	0.0
INEX_LD-2009053	<dbpedia:Sisu_RA-140_DS>	0.2	0.0
INEX_LD-2009053	<dbpedia:Sisu_S-21>	0.2	1.0
INEX_LD-2009053	<dbpedia:Sisu_SA-110>	0.3	-
INEX_LD-2009053	<dbpedia:Sisu_SA-150>	0.3	-
INEX_LD-2009053	<dbpedia:Sisu_SA-240>	0.4	-
INEX_LD-2009053	<dbpedia:Spyker_Cars>	1.0	-
INEX_LD-2009053	<dbpedia:Spyker_N.V.>	0.4	-
INEX_LD-2009053	<dbpedia:Stahlberg_Models>	0.2	0.0
INEX_LD-2009053	<dbpedia:Valmet>	1.0	0.0
INEX_LD-2009053	<dbpedia:Valmet_Automotive>	0.2	0.0
